"1","在一次数学课上，老师提出了一个复杂的数学问题，小张在草稿纸上算了一会儿后，提出了一个不同的解题方法。他认为按照他的方法，计算会更简单。同学们开始对他的方法表示怀疑，但经过一番讨论后，大家发现小张的方法确实更简洁。
问题:
在此情况下，小张有什么感觉?","疑惑 & 自信","紧张 & 惊讶","自信 & 激动","紧张 & 自信","疑惑 & 激动","自信 & 惊讶","D","Dynamic Changes in Emotion","Emotion Fluctuations"
"492","小王和伴侣在一起时总是觉得自己是负担，总感觉给对方带来了太多困扰，甚至开始怀疑自己是否值得被爱和追求。一天，两人一起看了一部关于成长和爱情的电影，电影中的主人公经历了类似的困境后和伴侣更加珍惜彼此。看完电影后，小王和伴侣进行了一次长谈，他发现伴侣其实一直很珍惜自己。
问题:
在此情况下，小王有什么感觉?","绝望 & 希望","悲伤 & 惊讶","自卑 & 感激","孤独 & 兴奋","困惑 & 理解","痛苦 & 欣慰","C","Dynamic Changes in Emotion","Emotion Transitions"
"364","小张和他的朋友们计划在周末做一个手工艺品交换活动。小张一直在思考要制作什么，直到他看到了桌上散落的彩色卡纸。他突然灵感迸发，觉得制作贺卡是个不错的主意。然而，当他开始剪裁卡纸时，他发现他的朋友已经用同样的方法准备好了他们的礼物。
问题:
在此情况下，小张有什么感觉?","惊喜 & 失望","激动 & 愤怒","快乐 & 惊讶","紧张 & 感激","失望 & 激动","悲伤 & 惊讶","A","Dynamic Changes in Emotion","Emotion Transitions"
"273","小王在公司的会议上做报告，他自认为已经详尽无遗地覆盖了所有要点。当他结束报告，打开话筒接受提问时，他的同事小李微笑着说了一句‘你错过了一个重点🙃’。小王一时困惑，但随后他很快调整了心态，感谢小李的提醒并请他进一步说明。
问题:
在此情况下，小王有什么感觉?","困惑 & 愤怒","感激 & 惊讶","紧张 & 沮丧","困惑 & 感激","惊讶 & 自信","紧张 & 惊讶","D","Dynamic Changes in Emotion","Emotion Fluctuations"
"253","最新一集的《宝可梦》粉丝讨论节目中，观众们都在猜测这集会出现多少次皮卡丘的惊喜表情包。有人猜测会有6次。当节目进行到一半时，屏幕上突然出现了皮卡丘的惊喜表情包，观众们瞬间兴奋起来，但随后发现这只是一个广告。
问题:
在此情况下，观众们有什么感觉?","激动 & 失望","惊喜 & 愤怒","期待 & 激动","好奇 & 惊讶","失望 & 愤怒","惊讶 & 激动","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"312","在公司的团队会议上，小王展示了他的项目成果，得到了同事们的热烈掌声。然而，坐在最后一排的小李却在群里发了一条消息：“100%. Please ignore him. He's annoying af and survives off attention”。小王看到消息后，微笑着继续讲解他的项目。
问题:
在此情况下，小王有什么感觉?","自信 & 愤怒","快乐 & 轻蔑","失望 & 微笑","困惑 & 愤怒","自信 & 轻蔑","快乐 & 愤怒","E","Dynamic Changes in Emotion","Emotion Fluctuations"
"170","小张被家人逼着上了大学，专业也是家人选的。一直以来，他都对所学的课程提不起兴趣，导致成绩单上的GPA一路下滑。然而，当他接触到一门意想不到的选修课时，他的兴趣被激发了，成绩也有所回升。
问题:
在此情况下，小张有什么感觉?","悲伤 & 愤怒","失望 & 激动","无奈 & 惊喜","悲伤 & 无奈","愤怒 & 惊喜","失望 & 自豪","B","Dynamic Changes in Emotion","Emotion Fluctuations"
"261","小张在网络上闲逛时，无意中发现了一个有趣的链接。他点击进入后，发现是一个幽默视频网站。他开始观看视频，不时地发出笑声。然而，当他看到视频评论区的一些负面言论时，他的心情突然沉重了起来。
问题:
在此情况下，小张有什么感觉?","快乐 & 愤怒","快乐 & 悲伤","快乐 & 厌恶","惊讶 & 悲伤","愤怒 & 厌恶","惊讶 & 快乐","B","Dynamic Changes in Emotion","Emotion Fluctuations"
"505","小杰在历史课上听老师讲述了越战的故事。下课后，他回家路上看到一部关于越战的电影宣传海报，突然间，他感到一阵莫名的紧张和恐惧。但他仔细观察海报后，发现那只是电影的宣传手段，他松了一口气，甚至还笑了起来。
问题:
在此情况下，小杰有什么感觉?","恐惧 & 惊讶","紧张 & 愤怒","恐惧 & 安心","紧张 & 欣慰","惊讶 & 欢笑","恐惧 & 欢笑","F","Dynamic Changes in Emotion","Emotion Transitions"
"504","一篇关于意大利面烹饪的博文下面有209条评论，但博主突然决定不公开任何评论。很多人觉得那些宝贵的烹饪建议就这样浪费了，感到非常遗憾。
问题:
在此情况下，评论者有什么感觉?","愤怒 & 失望","悲伤 & 遗憾","惊讶 & 愤怒","失望 & 悲伤","好奇 & 惊讶","紧张 & 担忧","B","Dynamic Changes in Emotion","Emotion Fluctuations"
"239","小王最近在孕育新生命，他对即将成为父亲感到非常兴奋。然而，一天他在孕妇学校听到其他父母讨论育儿挑战，他开始对自己的未来感到担忧。
问题:
在此情况下，小王有什么感觉?","兴奋 & 乐观","担忧 & 兴奋","乐观 & 担忧","紧张 & 惊讶","兴奋 & 紧张","担忧 & 惊讶","B","Dynamic Changes in Emotion","Emotion Fluctuations"
"446","小强在玩电脑游戏时，不慎忘记了转换回自己的主账号，用着另一个备用账号与朋友聊天。当朋友发来信息说：“哈哈，你看看你，又忘了切换回来吧。”他一时感到有些尴尬，但马上又觉得有点好笑。
问题:
在此情况下，小强有什么感觉?","尴尬 & 愤怒","尴尬 & 欣慰","尴尬 & 好笑","惊讶 & 愤怒","惊讶 & 好笑","欣慰 & 好笑","C","Dynamic Changes in Emotion","Emotion Fluctuations"
"573","小叶在艺术展览上看到了一幅特别的画作：一位农夫正在驾驭着一头蓝色的英杰洛斯耕地。这幅画让他停下了脚步。他注意到细节处农夫的眼神坚定而专注。看完介绍后，他才得知这幅画背后的故事，农夫其实是画家的父亲。
问题:
在此情况下，小叶有什么感觉?","惊讶 & 感动","激动 & 怀疑","平静 & 感动","怀疑 & 惊讶","困惑 & 崇拜","激动 & 感动","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"137","我的挚友小马也错过了精彩的加时赛，因为他在四节和加时赛之间误以为有中场休息，去了洗手间。回到座位时，他发现比赛已经进入了高潮。观众们的欢呼让他意识到自己错过了什么。
问题:
在此情况下，小马有什么感觉?","激动 & 失望","惊讶 & 愤怒","悲伤 & 惊讶","失望 & 惊讶","激动 & 惊讶","紧张 & 愤怒","D","Dynamic Changes in Emotion","Emotion Fluctuations"
"293","小明在亚洲学生群里总是觉得自己被孤立，就像是最不受欢迎的那个人。今天，班级聚会，他意外地被邀请参加。到达聚会现场后，他发现自己是唯一被邀请的亚洲学生，大家都欢迎他的到来。
问题:
在此情况下，小明有什么感觉?","孤独 & 惊讶","羞愧 & 惊讶","愤怒 & 惊讶","快乐 & 惊讶","孤独 & 快乐","羞愧 & 快乐","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"557","小王在聚会上遇到了一个自称是南方人的朋友。在交谈中，这个朋友用了许多不地道的南方俚语，还自称是‘hipster’。小王终于忍不住，用带着讽刺的语气说出了这句话。话音刚落，整个气氛突然变得尴尬，那个朋友瞬间愣住，其他人也面面相觑。
问题:
在此情况下，小王有什么感觉?","愤怒 & 讽刺","失望 & 轻视","尴尬 & 愤怒","激动 & 轻视","失望 & 激动","尴尬 & 讽刺","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"313","在一次艺术展览中，小王的作品前聚集了很多人。一个观众走到他面前说：‘我真的很喜欢你的作品，它让我的头发都哭泣了。’小王愣了一下，然后微笑着感谢了观众的夸奖。
问题:
在此情况下，小王有什么感觉?","困惑 & 愤怒","悲伤 & 惊讶","喜悦 & 惊讶","困惑 & 喜悦","愤怒 & 惊讶","悲伤 & 困惑","C","Dynamic Changes in Emotion","Emotion Fluctuations"
"10","小明计划在周三参加一个研究生开放日活动，他对此充满期待。然而，想到接下来一周满满的写作任务，他开始感到些许焦虑，但仍相信自己能找到许多值得书写的内容。
问题:
在此情况下，小明有什么感觉?","期待 & 焦虑","自信 & 悲伤","期待 & 自信","焦虑 & 悲伤","紧张 & 期待","自信 & 紧张","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"215","小李在格拉斯哥的麦金托什教堂看到了它，他觉得非常震撼。然而，当他了解到这可能是教堂最后一次向公众开放时，他开始感到有些不舍。离开时，他回头望了望那座建筑，心中充满了复杂的情感。
问题:
在此情况下，小李有什么感觉?","震撼 & 不舍","快乐 & 惊讶","悲伤 & 绝望","期待 & 惊讶","愤怒 & 厌恶","信任 & 满足","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"457","小王看着同事小李在年度总结会上获得了优秀员工奖，心中不禁想，明年自己会不会也有这样的好运。他走过去向小李表示祝贺，小李却告诉他，自己即将调到另一个城市工作，这可能意味着更好的发展机会，但也充满了不确定性。小王听后，心中五味杂陈。
问题:
在此情况下，小王有什么感觉?","羡慕 & 担忧","喜悦 & 担忧","羡慕 & 期待","喜悦 & 绝望","羡慕 & 平静","喜悦 & 期待","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"45","小马是一名忙碌的上班族，每天的工作都是朝九晚五，重复着同样的工作。一天，他在地铁上看到了一则广告，上面写着“找回你的活力与自由”。他突然想起已经很久没有感受过那种轻松自在的感觉了。周末，他决定去山里徒步，感受大自然的美好。
问题:
在此情况下，小马有什么感觉?","疲惫 & 惊讶","麻木 & 欣喜","疲惫 & 欣喜","麻木 & 惊讶","期待 & 惊讶","期待 & 欣喜","C","Dynamic Changes in Emotion","Emotion Transitions"
"363","在一次公开演讲中，张先生激烈地批评某些媒体，称它们为“人民的公敌”和“假新闻”。听众中的一位记者小李，最初感到愤怒和被误解。但随后，张先生开始阐述他的观点，并解释了他的立场背后的担忧。小李开始重新考虑自己的立场，并感到一种新的理解。
问题:
在此情况下，记者小李有什么感觉?","愤怒 & 被误解","理解 & 怀疑","惊讶 & 同情","愤怒 & 理解","困惑 & 愤怒","怀疑 & 惊讶","D","Dynamic Changes in Emotion","Emotion Fluctuations"
"13","小杰看了一部关于机甲战士的电影，电影的结局让他印象深刻。在影片的高潮部分，主角没有驾驶机甲，仅凭一己之力就逆转了战局。看到这里，小杰激动地跳了起来，但随即他发现这只是电影，并不是真实的战斗，于是他有些沮丧地坐回了座位。
问题:
在此情况下，小杰有什么感觉?","激动 & 失望","惊讶 & 激动","恐惧 & 惊讶","失望 & 愤怒","激动 & 惊讶","紧张 & 激动","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"470","小王走进了一间陈列着许多他曾经和已故好友共同收集的邮票的展览馆。每一枚邮票都承载着他们过去美好的回忆。他静静地浏览着，不由自主地陷入了沉思。
问题:
在此情况下，小王有什么感觉?","怀念 & 感伤","愉快 & 惊讶","激动 & 开心","孤独 & 绝望","感伤 & 怀念","忧郁 & 怀念","F","Dynamic Changes in Emotion","Emotion Fluctuations"
"258","在这个社区，人身攻击是不被允许的。小张因初次违反规则而被给予了为期一周的禁言处罚。他原本活跃于讨论，却因这次事件而沉默下来，但私下里，他开始认真反思自己的行为。
问题:
在此情况下，小张有什么感觉?","羞愧 & 愤怒","悲伤 & 惊讶","羞愧 & 悔恨","愤怒 & 绝望","惊讶 & 悲伤","悔恨 & 惊讶","C","Dynamic Changes in Emotion","Emotion Fluctuations"
"298","在一次团队会议上，小王提出了一个大家都认为无法实施的新方案。出乎意料的是，经过一番激烈的讨论后，大家都表示同意并感谢小王的提议。小王回应说：“谢谢，看来大家确实都这么认为。”
问题:
在此情况下，小王有什么感觉?","惊讶 & 满足","紧张 & 愤怒","疑惑 & 悲伤","期待 & 绝望","惊讶 & 自信","紧张 & 满足","A","Dynamic Changes in Emotion","Emotion Transitions"
