"1","在杂货店，老李发现他一直想要的限量版茶叶终于有货了，他急忙走过去拿起最后一盒。但是，就在他要付款时，一个女士走过来，请求他把这盒茶叶让给她，因为她的父亲生病了，这个茶叶是他唯一想喝的东西。
问题:
在此情况下，老李有什么感觉?","快乐","悲伤","矛盾","愤怒","感动","失落","E","Context of Emotion","Everyday Contexts"
"467","小王在朋友小李生日那天忘记了给小李打电话表示祝贺，晚上看到小李朋友圈里庆祝生日的照片时，他才突然想起。他赶紧发了一条祝福信息过去，但内心感到很是愧疚。
问题:
在此情况下，小王有什么感觉?","内疚","悲伤","愤怒","失望","紧张","安心","A","Context of Emotion","Social Interaction Contexts"
"104","小王在他的朋友小李的婚礼上，看着满脸幸福的新人，他紧紧地握着身边妻子小赵的手。小赵看着小王，微笑着说了一句：“真为你感到高兴。”
问题:
在此情况下，小王有什么感觉?","快乐","感动","嫉妒","悲伤","紧张","放心","B","Context of Emotion","Social Interaction Contexts"
"589","在一次重要的会议上，张伟被领导严肃地提醒，如果他还想有任何改善自己处境的希望，就必须彻底停止与未成年女孩的所有不当行为。在场的每个人都听到了这个警告，张伟的表情变得复杂。
问题:
在此情况下，张伟有什么感觉?","羞愧","愤怒","决心","恐慌","悲伤","不以为然","A","Context of Emotion","Special Event Contexts"
"430","在一次团队会议上，李明提出了一个新的项目想法，但他刚说完，就被同事王哥否定了。王哥接着说：“不，你不是唯一一个想到这个的人。其实我们团队已经有人尝试过并且失败了。”李明听后，没有马上回应，而是沉默了一会儿。
问题:
在此情况下，李明有什么感觉?","困惑","挫败","惊讶","接受","愤怒","好奇","B","Context of Emotion","Social Interaction Contexts"
"362","李明在办公室里，他的工作任务已经完成，但他没有选择离开，而是继续坐在自己的工作台前。他打开电脑，随意地浏览着网页，偶尔处理一些不太重要的邮件。
问题:
在此情况下，李明有什么感觉?","满足","焦虑","厌烦","愧疚","无聊","放松","E","Context of Emotion","Work and Study Contexts"
"132","又是一个日常的日子，小王如往常一样乘坐地铁去上班。在车厢里，他意外地捡到了一个钱包，里面装有失主的身份证和一些现金。小王经过一番纠结后，决定将钱包交给警察。当他把钱包交给警察后，失主正好赶到，当面感谢了小王。
问题:
在此情况下，小王有什么感觉?","内疚","喜悦","平静","焦虑","自豪","羞愧","E","Context of Emotion","Everyday Contexts"
"124","在一次深夜的独自加班中，小王突然听到办公室的旧收音机里传来一些模糊的声音，似乎在对他说话。他环顾四周，却发现办公室里除了他一个人也没有。小王尝试关闭收音机，但声音仍然持续。
问题:
在此情况下，小王有什么感觉?","惊吓","疑惑","恐慌","好奇","愤怒","不安","C","Context of Emotion","Special Event Contexts"
"389","小王在整理旧物时无意中发现了一本泛黄的相册，他翻开一看，里面都是童年时和伙伴们在田野间玩耍的场景。那些熟悉的面孔和熟悉的游戏，让小王不由得陷入了沉思。
问题:
在此情况下，小王有什么感觉?","怀旧","感伤","开心","孤独","惊讶","无动于衷","A","Context of Emotion","Everyday Contexts"
"110","情人节那天，小雅精心准备了一份礼物，期待着与男友共度浪漫时光。然而，当男友拿到礼物后，却突然提出要分手。
问题:
在此情况下，小雅有什么感觉?","伤心","惊讶","愤怒","失望","平静","解脱","A","Context of Emotion","Social Interaction Contexts"
