"1","在一次数学课上，老师提出了一个复杂的数学问题，小张在草稿纸上算了一会儿后，提出了一个不同的解题方法。他认为按照他的方法，计算会更简单。同学们开始对他的方法表示怀疑，但经过一番讨论后，大家发现小张的方法确实更简洁。
问题:在此情况下，小张为什么会感觉紧张 & 自信?","他提出的解题方法遭到同学们的怀疑 & 他的方法被证明是正确的","他认为自己的方法可能不正确 & 老师表扬了他的创新思维","他的计算出现了错误 & 同学们的认可让他感到惊讶","他的方法一开始没有被接受 & 最终被大家接受并赞扬","D","Dynamic Changes in Emotion","Emotion Fluctuations"
"603","小张因为代谢药物速度较快，在手术中很容易醒来。为了防止这种情况发生，医生每次手术都会给他使用较大剂量的药物。今天，小张又需要接受一次手术。手术前，他跟医生开玩笑说，这次不知道会睡多久才能醒来。
问题:在此情况下，小张为什么会感觉安心 & 担忧?","他知道医生会给他用足够的药物保证手术顺利进行 & 他担心手术后醒来会有不适感","他对医生的医术充满信心 & 手术中的不确定因素让他感到紧张","手术前的玩笑让他心情放松 & 他对手术后的恢复感到担忧","他不确定自己是否能够适应大量的药物 & 医生的安慰让他感到安心","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"231","小王在旅途中经过两个城市后，发现天气并没有像预期的那样变冷，他甚至还可以穿着短袖在户外活动，感到十分意外。
问题:在此情况下，小王为什么会感觉惊喜 & 愉快?","他本来期待着体验寒冷的气候 & 没想到天气如此温暖，可以舒适地旅行","他忘记了带保暖的衣物 & 没有预料到天气会这么暖和","他期待着滑雪等活动 & 没有想到两个城市之间的气候差异这么大","他一直期待着冬日的氛围 & 但是温暖的天气打破了原有的计划","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"450","在影视制作课上，小张对导演选择拍摄一个看似无趣的场景感到不解。但当导演解释这个‘小白’场景其实蕴含深意时，小张突然意识到了其中的巧妙。
问题:在此情况下，小张为什么会感觉困惑 & 欣喜?","他不理解导演的选择 & 他意识到场景背后的深层含义","他认为这个场景很无趣 & 导演解释说这是一个重要的剧情点","他一开始觉得这个场景没有必要 & 他发现导演的意图是要表达一种讽刺","他很喜欢这个场景 & 导演的解释让他更加确信自己的看法","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"361","小王在计算一年内每日节省下来的零钱总和时，错误地将365天乘以25美分而不是25美元。当他看到计算器上显示的数字9125时，他一开始非常高兴，认为自己省下了一大笔钱。但很快，他意识到了自己的错误，心情瞬间发生了变化。
问题:在此情况下，小王为什么会感觉激动 & 失望?","他错误地将每天的节省金额计算少了 & 他意识到自己实际上省下的钱远少于预期","他赢得了年度节省最多的奖金 & 他发现自己的计算错误让他在同事面前丢脸","他以为自己省下了一大笔钱 & 他意识到自己的粗心带来了损失","他的朋友称赞他的节省习惯 & 他意识到自己需要更加注意细节","C","Dynamic Changes in Emotion","Emotion Fluctuations"
"536","小马是一名巡回表演的艺人，经常在路上演出。有时候他们住在货车里，最近更是住进了马戏团的大巴。就像歌里唱的那样，没有地方挂他的帽子。今天，他们在一个小镇完成了表演，小马收到了一位粉丝送的小礼物，是一个可以挂在车厢里的小挂钩。
问题:在此情况下，小马为什么会感觉孤独 & 感动?","他意识到自己一直以来的小小心愿被满足了 & 他对粉丝的细心感到惊喜","他发现这份礼物并不能解决他的孤独问题 & 他对粉丝的关心感到无聊","他很久没有得到这么贴心的礼物了 & 他意识到自己并不孤单","他觉得粉丝的礼物很有趣 & 他对粉丝的了解感到快乐","C","Dynamic Changes in Emotion","Emotion Fluctuations"
"601","在一次同学聚会上，小王遇到了多年未见的好友小李。小王激动地分享起自己近年来在职场上的成就，小李听后回应说：“太棒了...我这儿也是一样。”小王愣了一下，然后发现小李的眼神中闪过一丝不易察觉的落寞。
问题:在此情况下，小李为什么会感觉自豪 & 失落?","他在表面上与小王分享成功的喜悦，但实际上自己的生活并不如小王那么顺利 & 他一直渴望能像小王一样成功","他刚刚失业，但不想让小王知道自己处境的艰难 & 他真心为小王的成功感到高兴","他在聚会上看到很多老同学都取得了成就，而自己却原地踏步 & 他觉得小王的成功并不会影响到他们之间的友谊","他一直认为自己的成就会超过小王，但现实却恰恰相反 & 他为小王的成功感到自豪，但同时也为自己的失败感到失落","A","Dynamic Changes in Emotion","Emotion Transitions"
"446","小强在玩电脑游戏时，不慎忘记了转换回自己的主账号，用着另一个备用账号与朋友聊天。当朋友发来信息说：“哈哈，你看看你，又忘了切换回来吧。”他一时感到有些尴尬，但马上又觉得有点好笑。
问题:在此情况下，小强为什么会感觉尴尬 & 好笑?","他意识到自己犯了一个小错误 & 他觉得这个失误并不影响游戏的表现","他的朋友发现他使用了错误的账号 & 他对这个小失误感到很生气","他意识到自己可能失去了一些游戏进度 & 他和朋友开玩笑地谈论这个失误","他的朋友在游戏中击败了他 & 他对朋友的调侃感到很欣慰","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"481","周末即将来临，小王与朋友计划去山里徒步。天气预报显示会有连续的阴雨天气，但他们决定按计划进行。到达山脚下，他们发现天气意外地放晴了，阳光照耀下的山景格外美丽。
问题:在此情况下，小王为什么会感觉焦虑 & 惊喜?","他们担忧周末的阴雨天气会影响徒步计划 & 没想到天气突然放晴，给了他们一个愉快的惊喜","他们对徒步旅行感到无聊，因为没有新的挑战 & 意外发现了一处他们从未见过的美丽瀑布","天气预报显示整个周末都会下雨 & 他们发现了一家山脚下的小吃店，品尝了地道的美食","他们因为连续工作感到疲惫 & 到达山顶后，看到了壮丽的日出","A","Dynamic Changes in Emotion","Emotion Fluctuations"
"521","小王最近加入了一个新的社交团体，他本以为自己会享受在团体中的时光，但渐渐地他开始感到厌烦，因为每次聚会都过于热闹，让人难以真正交流。今天，他再次参加了团体的活动，虽然场面依旧热闹非凡，但他却突然感到孤独。
问题:在此情况下，小王为什么会感觉孤独 & 烦躁?","他不喜欢过于热闹的社交场合 & 他感到自己在人群中无法真正表达自己","他在团体中交到了很多朋友 & 他喜欢参加各种社交活动","他突然接到了一个重要的工作电话 & 他厌烦了总是需要应酬的聚会","他在聚会上意外遇到了一个老朋友 & 他为自己的社交能力感到自豪","A","Dynamic Changes in Emotion","Emotion Fluctuations"
