"1","Tom 在一次偶然的机会中，看到了关于其他国家频繁发生砍刀袭击的新闻。他思考了一会儿，然后对自己说：“我很高兴我住在一个不需要真正担心砍刀袭击的国家。”
问题:
在此情况下，Tom有什么感觉?","庆幸","恐惧","愤怒","同情","困惑","麻木","A","Sources of Emotion","Intrinsic Emotions"
"402","小王带着交往多年的女朋友小李回家过春节，家人们热情接待并且一直在暗示他们应该步入婚姻的殿堂。在家庭聚会上，小王的父母和亲戚们轮流给小李夹菜，赞美她，并时不时提起别人家的新婚夫妻。
问题:
在此情况下，小李有什么感觉?","开心 & 感激","紧张 & 不安","害羞 & 感动","厌烦 & 无奈","焦虑 & 担心","生气 & 反感","B","Sources of Emotion","Extrinsic Emotions"
"611","在公司的月度总结会上，李明作为部门负责人被要求分享他的成功经验。当他开始发言时，他发现同事们并没有认真听，有些人甚至在下面玩手机。李明顿了顿，然后决定改变演讲的内容。
问题:
在此情况下，李明有什么感觉?","尴尬 & 愤怒","自信 & 开心","平静 & 无感","失望 & 尴尬","紧张 & 焦虑","放心 & 满足","D","Sources of Emotion","Extrinsic Emotions"
"209","小明以前特别喜欢吃泰国菜，尤其是他最爱的泰国餐厅Thai-tanic。然而，因为工作忙碌，他已经好几年没去过了。今天，他突然想起了那个味道，决定下班后去重温一下旧时光。
问题:
在此情况下，小明有什么感觉?","怀旧","兴奋","焦虑","失望","悲伤","满足","B","Sources of Emotion","Intrinsic Emotions"
"665","在一次团队会议上，李明被分配到了一个难题，需要在短时间内解决。在汇报进度时，他告诉同事他会说：“适应一下，我们得自己想办法。”离开会议室后，有同事说他听起来像是说：“向失败者说再见吧。”
问题:
在此情况下，李明有什么感觉?","自信","挫败","愤怒","悲观","轻蔑","惊讶","A","Sources of Emotion","Intrinsic Emotions"
"478","作为组织变革经理，我已经在这个职位上工作了7年。每天早晨，我依然会对着镜子里的自己说：“今天又是充满挑战的一天。”然后满怀期待地开车去办公室，即使路上遇到了严重的交通堵塞。
问题:
在此情况下，我有什么感觉?","厌烦","热爱","焦虑","满足","挫败","期待","B","Sources of Emotion","Intrinsic Emotions"
"401","小杨一直以来在公共场合演讲都会感到害羞，但这次她参加了一场即兴演讲比赛。尽管她认为自己会紧张，但当她站在台前，她突然感到异常镇定，甚至还有一些兴奋。演讲结束后，评委和观众的掌声让她更有自信。
问题:
在此情况下，小杨有什么感觉?","害羞","自信","紧张","惊讶","镇定","兴奋","B","Sources of Emotion","Intrinsic Emotions"
"606","小李在春日的一个周末，独自前往乡间进行探险。他刚刚攀爬了一个长而陡的斜坡，斜坡上长满了草丛和灌木。他停下来喘息，心中不禁怀疑自己是否还能找到预定的目的地。
问题:
在此情况下，小李有什么感觉?","自信","怀疑","焦虑","绝望","欣喜","平静","B","Sources of Emotion","Intrinsic Emotions"
"673","在一次朋友聚会上，小明对小华说：“我正在帮你找女朋友，也许那样你就不会表现得那么讨厌了。” 小华听后沉默了一会，然后笑了起来。
问题:
在此情况下，小华有什么感觉?","愤怒","开心","感激","尴尬","悲伤","疑惑","B","Sources of Emotion","Extrinsic Emotions"
"361","小王刚到美国不久，还在努力适应当地的温度计量方式。在一次聚会上，大家都在用华氏度讨论天气，小王试图加入讨论，但他始终无法理解大家所说的“F度”究竟是什么感觉。
问题:
在此情况下，小王有什么感觉?","困惑","愤怒","快乐","害羞","焦虑","漠不关心","A","Sources of Emotion","Intrinsic Emotions"
"431","艾米丽总是被亲戚们围绕着，每次家庭聚会，大家的话题总是围绕着她的小孩。这次聚会，艾米丽的表姐提到了她新获得的职业成就，而艾米丽发现自己除了生孩子外似乎没有其他可以分享的成就。
问题:
在此情况下，艾米丽有什么感觉?","自豪","失落","满足","焦虑","愤怒","平静","B","Sources of Emotion","Intrinsic Emotions"
"786","小张和他的父母在许多问题上有不同的看法。今天，他们在餐桌上又一次讨论起了关于生活方式的话题。小张觉得自己的观点受到了忽视，情绪激动之下，他用尖锐的言语表达了自己的不满。
问题:
在此情况下，小张有什么感觉?","愤怒","伤心","失望","焦虑","愧疚","平静","A","Sources of Emotion","Intrinsic Emotions"
"740","小明是一位电影爱好者，他一直对《星球大战》的前传三部曲评价很高。今天，他在一个电影论坛上看到了一个关于《神奇动物》电影和《星球大战》前传三部曲的讨论。有人认为《神奇动物》系列在探讨法西斯主义方面做得更好。小明觉得有必要发表一下自己的看法，他说：“我欣赏前传三部曲的地方在于，它对法西斯主义的崛起探讨得比《神奇动物》电影要好。”
问题:
在此情况下，小明有什么感觉?","自豪","愤怒","认同","疑惑","失望","焦虑","A","Sources of Emotion","Intrinsic Emotions"
